ano,mes,secao,tipico,mov,n
2023,11,D,True,adm,325
2023,11,D,True,deslig,250
2023,11,E,False,adm,119
2023,11,E,False,deslig,73
2023,11,E,True,adm,2711
2023,11,E,True,deslig,2686
2023,11,F,False,adm,2157
2023,11,F,False,deslig,2325
2023,11,F,True,adm,45538
2023,11,F,True,deslig,47930
2023,11,G,False,adm,9923
2023,11,G,False,deslig,5357
2023,11,G,True,adm,130316
2023,11,G,True,deslig,111365
2023,11,H,False,adm,2284
2023,11,H,False,deslig,1786
2023,11,H,True,adm,29348
2023,11,H,True,deslig,26394
2023,11,I,False,adm,2293
2023,11,I,False,deslig,1882
2023,11,I,True,adm,35298
2023,11,I,True,deslig,32433
2023,11,J,False,adm,855
2023,11,J,False,deslig,717
2023,11,J,True,adm,10273
2023,11,J,True,deslig,9369
2023,11,K,False,adm,747
2023,11,K,False,deslig,502
2023,11,K,True,adm,7067
2023,11,K,True,deslig,7091
2023,11,L,False,adm,89
2023,11,L,False,deslig,58
2023,11,L,True,adm,1808
2023,11,L,True,deslig,1685
2023,11,M,False,adm,1947
2023,11,M,False,deslig,1479
2023,11,M,True,adm,19830
2023,11,M,True,deslig,17781
2023,11,N,False,adm,80331
2023,11,N,False,deslig,58529
2023,11,N,True,adm,86433
2023,11,N,True,deslig,83618
2023,11,O,False,adm,448
2023,11,O,False,deslig,820
2023,11,O,True,adm,710
2023,11,O,True,deslig,924
2023,11,P,False,adm,1279
2023,11,P,False,deslig,1694
2023,11,P,True,adm,7838
2023,11,P,True,deslig,8276
2023,11,Q,False,adm,4475
2023,11,Q,False,deslig,4437
2023,11,Q,True,adm,21473
2023,11,Q,True,deslig,19755
2023,11,R,False,adm,661
2023,11,R,False,deslig,550
2023,11,R,True,adm,2697
2023,11,R,True,deslig,2403
2023,11,S,False,adm,1985
2023,11,S,False,deslig,2056
2023,11,S,True,adm,7778
2023,11,S,True,deslig,7609
2023,11,T,False,adm,2
2023,11,T,False,deslig,2
2023,11,T,True,adm,12
2023,11,T,True,deslig,8
2023,11,U,False,deslig,1
2023,11,U,True,adm,9
2023,11,U,True,deslig,12
2023,11,Z,True,adm,1
2023,12,A,False,adm,616
2023,12,A,False,deslig,1335
2023,12,A,True,adm,8460
2023,12,A,True,deslig,23669
2023,12,B,False,adm,15
2023,12,B,False,deslig,25
2023,12,B,True,adm,264
2023,12,B,True,deslig,222
2023,12,C,False,adm,2544
2023,12,C,False,deslig,11551
